Timestamp,Mode,Index,Ball_State,Ball_Pos_X,Ball_Pos_Y,Ball_Pos_Z,Hand_Pos_X,Hand_Pos_Y,Hand_Pos_Z,Shift,Cumulative_Omission
81.95826,PrismAdaptation,13,Caught,-0.340658,1.133277,0.4512431,-0.3009807,1.117252,0.4305071,-15,0
84.93776,PrismAdaptation,14,Caught,0.2254399,1.06842,0.5842716,0.2418659,1.01923,0.5238909,-15,0
87.59731,PrismAdaptation,15,Caught,-0.4395558,1.099528,0.3650786,-0.4052288,1.051945,0.3224749,-15,0
90.27686,PrismAdaptation,16,Caught,0.08468591,1.16206,0.5344973,0.1171101,1.136417,0.4644427,-15,0
92.81644,PrismAdaptation,17,Caught,0.4677691,1.174751,0.3888347,0.4380329,1.107975,0.3384661,-15,0
95.47599,PrismAdaptation,18,Caught,0.05177042,1.183788,0.6252938,0.03874092,1.145939,0.5360979,-15,0
98.03556,PrismAdaptation,19,Caught,-0.07290352,0.9542951,0.6309014,-0.1166546,0.939518,0.5481829,-15,0
100.5551,PrismAdaptation,20,Caught,0.3001346,0.9456071,0.5011266,0.3168171,0.9479408,0.4517474,-15,0
103.0947,PrismAdaptation,21,Caught,-0.3952172,0.9086601,0.421409,-0.3531048,0.8773842,0.3446917,-15,0
105.6543,PrismAdaptation,22,Caught,-0.05490353,1.097221,0.554788,-0.06123467,1.046574,0.50143,-15,0
108.3338,PrismAdaptation,23,Caught,0.2780381,0.9432391,0.5493798,0.2577351,0.9064369,0.4746966,-15,0
111.0334,PrismAdaptation,24,Caught,0.1309768,0.9415013,0.5667418,0.09025459,0.9168129,0.4894671,-15,0
113.573,PrismAdaptation,25,Caught,0.1287354,1.121596,0.4578027,0.1786335,1.035831,0.4464983,-15,0
116.1925,PrismAdaptation,26,Caught,0.1786814,1.014594,0.5512984,0.2040241,0.9848061,0.4537005,-15,0
118.8521,PrismAdaptation,27,Caught,0.2802807,0.9392174,0.4854605,0.2422321,0.909977,0.4029192,-15,0
121.1917,PrismAdaptation,28,Caught,-0.1519287,1.131037,0.4174207,-0.1383831,1.084293,0.388637,-15,0
123.6513,PrismAdaptation,29,Caught,0.4056548,1.134418,0.4734892,0.4241169,1.070377,0.4079241,-15,0
126.3308,PrismAdaptation,30,Caught,0.1569446,1.18635,0.5540512,0.2087849,1.118107,0.4989886,-15,0
128.8107,PrismAdaptation,31,Caught,0.2696602,1.099914,0.5247131,0.2751911,1.021793,0.4803118,-15,0
131.3712,PrismAdaptation,32,Caught,-0.113565,0.9101258,0.567728,-0.09285088,0.8849525,0.4764056,-15,0
133.9718,PrismAdaptation,33,Caught,-0.1697164,1.136029,0.6323107,-0.1842815,1.112736,0.5319476,-15,0
136.6924,PrismAdaptation,34,Caught,-0.381883,0.9505388,0.5156218,-0.3679973,0.9315834,0.452846,-15,0
139.2129,PrismAdaptation,35,Caught,0.06515864,0.9251149,0.4743524,0.1221149,0.9181557,0.4803118,-15,0
141.6134,PrismAdaptation,36,Caught,-0.04299835,0.9420959,0.5923642,-0.04194756,0.9113197,0.5315813,-15,0
144.094,PrismAdaptation,37,Caught,-0.1817831,1.168425,0.5410464,-0.1752483,1.139469,0.510219,-15,0
146.6345,PrismAdaptation,38,Caught,0.1924697,1.159372,0.5288062,0.1946247,1.10297,0.5074114,-15,0
149.2151,PrismAdaptation,39,Caught,-0.01509076,1.028856,0.6715785,-0.0533001,0.9839516,0.5959124,-15,0
155.9765,DeviationTest,0,Hidden,0,1.031037,0.4442098,-0.01936455,0.9909096,0.4184222,-15,NA
158.237,DeviationTest,1,Hidden,0.25,1.031037,0.3442098,0.2414997,0.9932289,0.3007464,-15,NA
160.4575,DeviationTest,2,Hidden,-0.25,1.031037,0.3442098,-0.2364056,1.005924,0.2431292,-15,NA
162.4579,DeviationTest,3,Hidden,0,1.031037,0.4442098,-0.001298144,1.005192,0.3627581,-15,NA
165.7586,DeviationTest,4,Hidden,-0.25,1.031037,0.3442098,-0.2230999,1.021549,0.1962542,-15,NA
167.9191,DeviationTest,5,Hidden,0.25,1.031037,0.3442098,0.2258747,1.016666,0.2745013,-15,NA
