Timestamp,Mode,Index,Ball_State,Ball_Pos_X,Ball_Pos_Y,Ball_Pos_Z,Hand_Pos_X,Hand_Pos_Y,Hand_Pos_Z,Shift,Cumulative_Omission
314.1459,PrismAdaptation,27,Caught,0.1615872,1.205833,0.5794106,0.1896198,1.180485,0.5231585,-10,0
316.5846,PrismAdaptation,28,Caught,-0.3829933,1.133398,0.399809,-0.3914348,1.115421,0.3826556,-10,0
319.2431,PrismAdaptation,29,Caught,-0.2889992,0.9008159,0.54054,-0.3095257,0.8808022,0.480678,-10,0
321.8617,PrismAdaptation,30,Caught,0.08966304,1.10569,0.5258315,0.1110065,1.070133,0.494472,-10,0
324.4402,PrismAdaptation,31,Caught,0.2502514,1.151914,0.4675683,0.2231892,1.108463,0.456264,-10,0
327.0988,PrismAdaptation,32,Caught,-0.1344595,1.220232,0.5623029,-0.1704876,1.196842,0.5021624,-10,0
329.6174,PrismAdaptation,33,Caught,0.01535692,1.104824,0.5488763,0.077071,1.07526,0.508388,-10,0
332.236,PrismAdaptation,34,Caught,-0.0663122,1.016249,0.6961614,-0.03205986,0.9744301,0.605556,-10,0
334.8145,PrismAdaptation,35,Caught,0.4152062,1.007577,0.538716,0.4050739,0.9653969,0.4837298,-10,0
337.3731,PrismAdaptation,36,Caught,-0.2812515,0.9549984,0.5783764,-0.3219768,0.9489174,0.4828753,-10,0
340.0916,PrismAdaptation,37,Caught,-0.2886189,0.9041311,0.5185722,-0.3124554,0.8991127,0.4329485,-10,0
342.6702,PrismAdaptation,38,Caught,0.2470991,1.188619,0.5279307,0.2478474,1.175114,0.494594,-10,0
345.3488,PrismAdaptation,39,Caught,-0.1995295,0.9574474,0.5957265,-0.2542278,0.9580727,0.4947161,-10,0
352.3649,DeviationTest,0,Hidden,0.25,1.031037,0.3442098,0.2468708,1.005192,0.3090472,-10,NA
354.7836,DeviationTest,1,Hidden,0,1.031037,0.4442098,-0.009720996,1.00275,0.3791155,-10,NA
357.0823,DeviationTest,2,Hidden,-0.25,1.031037,0.3442098,-0.2370159,1.003361,0.280971,-10,NA
359.3611,DeviationTest,3,Hidden,0.25,1.031037,0.3442098,0.2441853,1.007755,0.2920794,-10,NA
361.6998,DeviationTest,4,Hidden,-0.25,1.031037,0.3442098,-0.207719,1.023502,0.2452044,-10,NA
363.8986,DeviationTest,5,Hidden,0,1.031037,0.4442098,-0.009843066,1.010441,0.3665423,-10,NA
