Timestamp,Mode,Index,Ball_State,Ball_Pos_X,Ball_Pos_Y,Ball_Pos_Z,Hand_Pos_X,Hand_Pos_Y,Hand_Pos_Z,Shift,Cumulative_Omission
38.9407,DeviationTest,0,Hidden,0.25,1.028827,0.5016397,0.2144855,1.064396,0.3410999,-20,NA
41.08075,DeviationTest,1,Hidden,0.25,1.028827,0.5016397,0.2316974,1.02277,0.4274036,-20,NA
43.00079,DeviationTest,2,Hidden,-0.25,1.028827,0.5016397,-0.1976239,1.027042,0.3295032,-20,NA
44.84084,DeviationTest,3,Hidden,0,1.028827,0.5604841,0.004402455,1.056095,0.3832141,-20,NA
46.82088,DeviationTest,4,Hidden,-0.25,1.028827,0.5016397,-0.1945722,1.03754,0.3212024,-20,NA
48.72092,DeviationTest,5,Hidden,0,1.028827,0.5604841,-0.01439637,1.03632,0.4288684,-20,NA
55.84109,PrismAdaptation,0,Caught,0.09938169,1.141641,0.5033181,0.1605304,1.104069,0.4668323,-20,0
58.34114,PrismAdaptation,1,Caught,-0.2405046,1.129179,0.4214664,-0.194328,1.094791,0.4394885,-20,0
60.7012,PrismAdaptation,2,Caught,-0.2213119,1.007988,0.6231402,-0.1645429,0.99506,0.5865833,-20,0
63.34126,PrismAdaptation,3,Caught,0.3300517,1.105001,0.4609543,0.345589,1.036808,0.4278919,-20,0
65.80097,PrismAdaptation,4,Caught,-0.07009633,1.177523,0.6232595,-0.05614442,1.135319,0.5736438,-20,0
68.44053,PrismAdaptation,5,Caught,-0.3494612,1.130744,0.478226,-0.3121259,1.088444,0.4485217,-20,0
70.86012,PrismAdaptation,6,Caught,0.3440764,1.152812,0.4405461,0.3704913,1.129948,0.410802,-20,0
73.25972,PrismAdaptation,7,Caught,0.0635602,0.9077784,0.5886313,0.07032043,0.8988686,0.5447131,-20,0
75.79929,PrismAdaptation,8,Caught,0.06695093,1.018094,0.6730892,0.05994445,1.02692,0.587804,-20,0
78.1589,PrismAdaptation,9,Caught,-0.3524466,0.9472796,0.5682648,-0.2830731,0.9247475,0.5176135,-20,0
80.65848,PrismAdaptation,10,Caught,-0.0001609967,0.9866922,0.6356413,0.0404132,0.9627113,0.6107532,-20,0
83.21805,PrismAdaptation,11,Caught,0.2475629,1.092164,0.5808982,0.2430499,1.035221,0.5055286,-20,0
85.67764,PrismAdaptation,12,Caught,-0.1733498,1.131903,0.6165853,-0.1215741,1.079288,0.5762073,-20,0
88.09723,PrismAdaptation,13,Caught,0.1747156,1.10478,0.5451416,0.1839679,1.038517,0.4892932,-20,0
90.51682,PrismAdaptation,14,Caught,-0.3524191,1.132849,0.5927621,-0.2975995,1.091251,0.5088245,-20,0
92.87643,PrismAdaptation,15,Caught,0.207694,0.892347,0.585623,0.1982501,0.8568764,0.5196887,-20,0
95.31602,PrismAdaptation,16,Caught,0.1869293,0.9493083,0.6403857,0.1799396,0.9259682,0.532262,-20,0
97.93558,PrismAdaptation,17,Caught,0.0002759685,1.09507,0.5962466,0.02417785,1.022038,0.5370227,-20,0
100.1752,PrismAdaptation,18,Caught,-0.1106337,1.129779,0.5138927,-0.08800477,1.08173,0.4656116,-20,0
102.3348,PrismAdaptation,19,Caught,0.3031749,1.132361,0.556734,0.2889484,1.07819,0.4776965,-20,0
104.8144,PrismAdaptation,20,Caught,-0.2776853,0.9565175,0.6410575,-0.225578,0.9198647,0.5622913,-20,0
107.454,PrismAdaptation,21,Missed,0.1574948,0.928827,0.4327134,-0.03832215,0.9548988,0.005406514,-20,1
159.1572,PrismAdaptation,22,Caught,0.4136424,0.8958425,0.5036625,0.385506,0.8925209,0.400304,-20,1
161.4177,PrismAdaptation,23,Caught,0.2019317,0.9019284,0.574169,0.1943439,0.8781166,0.4637805,-20,1
163.6781,PrismAdaptation,24,Caught,-0.1284378,1.209867,0.5980439,-0.1074139,1.179264,0.5729114,-20,1
166.1587,PrismAdaptation,25,Caught,0.1527238,0.9881381,0.6401928,0.1600421,0.9751625,0.5631458,-20,1
168.5792,PrismAdaptation,26,Caught,-0.4575903,1.025828,0.5659062,-0.4000165,0.9734535,0.5205432,-20,1
171.0597,PrismAdaptation,27,Caught,-0.08767287,0.9360021,0.5548375,-0.07787293,0.8854408,0.5556995,-20,1
173.6203,PrismAdaptation,28,Caught,-0.2827238,0.8704423,0.6239662,-0.2703778,0.8843422,0.5502063,-20,1
176.2808,PrismAdaptation,29,Caught,-0.163339,1.164407,0.5394338,-0.1368329,1.11945,0.5309192,-20,1
178.7814,PrismAdaptation,30,Caught,0.2970221,0.9709844,0.4392365,0.2384112,0.9403725,0.3972522,-20,1
181.2819,PrismAdaptation,31,Caught,0.2542529,0.9968172,0.5879344,0.2270587,0.9876137,0.4874622,-20,1
184.0825,PrismAdaptation,32,Caught,-0.152704,0.9478631,0.7131566,-0.07616395,0.9584389,0.6702014,-20,1
186.623,PrismAdaptation,33,Caught,-0.3009774,0.8767425,0.6967014,-0.2836835,0.8952065,0.5957385,-20,1
189.2836,PrismAdaptation,34,Caught,0.1775379,0.919721,0.4877813,0.2701495,0.9458656,0.4302112,-20,1
192.0242,PrismAdaptation,35,Caught,0.04384355,1.130446,0.5639333,0.08826476,1.138615,0.5466663,-20,1
194.7448,PrismAdaptation,36,Missed,-0.07996222,1.128827,0.4534882,0.1800616,1.011173,0.7048694,-20,2
198.4656,PrismAdaptation,37,Caught,-0.1565065,0.9497827,0.6382524,-0.1036298,0.963932,0.5841419,-20,2
200.9661,PrismAdaptation,38,Caught,0.2154251,0.9025078,0.5918757,0.1877521,0.9136391,0.4905139,-20,2
203.2266,PrismAdaptation,39,Caught,-0.4766941,0.9439049,0.4349987,-0.4377362,0.9021645,0.3429309,-20,2
