Timestamp,Mode,Index,Ball_State,Ball_Pos_X,Ball_Pos_Y,Ball_Pos_Z,Hand_Pos_X,Hand_Pos_Y,Hand_Pos_Z,Shift,Cumulative_Omission
19.62026,PrismAdaptation,0,Caught,0.1516807,0.9680474,0.5659425,0.1964191,0.9717445,0.4833118,-30,0
22.32032,PrismAdaptation,1,Caught,0.1903446,0.9930467,0.6471775,0.1815265,0.9896889,0.5466663,-30,0
24.88038,PrismAdaptation,2,Caught,0.2746447,1.156978,0.4730384,0.2753986,1.13776,0.391637,-30,0
27.30043,PrismAdaptation,3,Caught,-0.02904258,0.8926697,0.6826427,-0.03478212,0.9066811,0.5710803,-30,0
29.78049,PrismAdaptation,4,Caught,-0.09518699,0.9883296,0.6536033,-0.07421082,0.9944496,0.5746204,-30,0
32.40055,PrismAdaptation,5,Caught,0.2595216,1.055991,0.5831052,0.2456134,1.011906,0.5232288,-30,0
34.84061,PrismAdaptation,6,Caught,-0.3140881,1.194675,0.5175716,-0.3364179,1.131657,0.4999133,-30,0
37.44067,PrismAdaptation,7,Caught,-0.1433509,1.206796,0.6651794,-0.1180341,1.163639,0.5973254,-30,0
40.04073,PrismAdaptation,8,Caught,0.3836884,1.129766,0.3554941,0.3784259,1.101627,0.3020374,-30,0
42.44078,PrismAdaptation,9,Caught,0.2714805,0.9378877,0.5205662,0.2425616,0.9439125,0.4277698,-30,0
44.90084,PrismAdaptation,10,Caught,-0.03878073,1.133119,0.661941,-0.039787,1.120426,0.612218,-30,0
47.42089,PrismAdaptation,11,Caught,-0.2075569,0.9887112,0.6283916,-0.1655194,0.9855385,0.535802,-30,0
49.94095,PrismAdaptation,12,Caught,0.1774267,1.130202,0.4875106,0.2457355,1.102848,0.4564563,-30,0
52.46101,PrismAdaptation,13,Caught,0.2535022,0.9814235,0.576138,0.2482989,0.9819984,0.4939319,-30,0
54.94107,PrismAdaptation,14,Caught,0.4134479,0.908561,0.4127297,0.4296954,0.8611488,0.3839465,-30,0
57.34112,PrismAdaptation,15,Caught,0.4961182,0.944023,0.4268081,0.4403155,0.9382973,0.3277942,-30,0
59.78118,PrismAdaptation,16,Caught,-0.03978346,1.009844,0.6893475,-0.07701844,0.9929848,0.596471,-30,0
62.22123,PrismAdaptation,17,Caught,-0.1742422,0.8717733,0.6552016,-0.2087323,0.8799477,0.5725452,-30,0
64.76115,PrismAdaptation,18,Caught,-0.4575451,0.8780562,0.5656485,-0.3951337,0.8665199,0.4765979,-30,0
67.4407,PrismAdaptation,19,Caught,0.1169449,0.9438697,0.663227,0.104378,0.9277992,0.5539905,-30,0
70.02026,PrismAdaptation,20,Caught,0.1985146,0.9863773,0.5953379,0.1861652,0.9870033,0.5082141,-30,0
72.37987,PrismAdaptation,21,Caught,0.2201849,1.131674,0.5526808,0.1937335,1.091007,0.4700061,-30,0
74.71947,PrismAdaptation,22,Caught,-0.07377484,0.8636111,0.6716504,-0.1343915,0.8819008,0.600011,-30,0
77.27905,PrismAdaptation,23,Caught,0.3797711,1.14277,0.3479601,0.3549884,1.101871,0.2900745,-30,0
79.73863,PrismAdaptation,24,Caught,0.04568207,0.8759779,0.7088169,0.08484679,0.8639565,0.6282092,-30,0
82.27821,PrismAdaptation,25,Caught,-0.3524654,1.001534,0.5514232,-0.3078534,0.9475746,0.5285999,-30,0
84.89777,PrismAdaptation,26,Caught,0.08657233,1.132567,0.6401288,0.0827716,1.06525,0.5744983,-30,0
87.15739,PrismAdaptation,27,Caught,-0.09192563,1.131054,0.6107358,-0.08690614,1.071964,0.5347034,-30,0
89.59698,PrismAdaptation,28,Caught,0.278759,1.130959,0.5420591,0.2711261,1.065861,0.4864856,-30,0
91.97658,PrismAdaptation,29,Caught,-0.393963,0.9528857,0.5915582,-0.3394696,0.8939857,0.5378772,-30,0
94.57614,PrismAdaptation,30,Caught,-0.03917387,1.068772,0.7182428,-0.009025279,1.011906,0.6676379,-30,0
97.29568,PrismAdaptation,31,Missed,-0.3987909,0.928827,0.230242,-0.4035565,0.8893471,0.50797,-30,1
100.9551,PrismAdaptation,32,Caught,-0.1217838,1.097395,0.5796716,-0.1174237,1.07526,0.5165149,-30,1
103.4746,PrismAdaptation,33,Caught,-0.419911,1.131337,0.4631363,-0.3840253,1.062321,0.4328967,-30,1
106.1742,PrismAdaptation,34,Caught,-0.238162,0.9455526,0.6387019,-0.2247235,0.9142494,0.565343,-30,1
108.8337,PrismAdaptation,35,Caught,0.08271682,0.9556683,0.7041005,0.1179278,0.9347572,0.6145374,-30,1
111.4733,PrismAdaptation,36,Caught,-0.137738,1.15932,0.567272,-0.1312177,1.107121,0.5420276,-30,1
113.8729,PrismAdaptation,37,Caught,0.0591316,0.9020954,0.6251203,0.06311828,0.9094887,0.5160266,-30,1
116.3725,PrismAdaptation,38,Caught,0.1160148,1.02776,0.7371525,0.1007159,1.006413,0.6562854,-30,1
118.8921,PrismAdaptation,39,Caught,0.2592772,1.133691,0.5837244,0.2508624,1.111759,0.485387,-30,1
125.8309,DeviationTest,0,Hidden,-0.25,1.028827,0.5016397,-0.2755048,1.00922,0.2399036,-30,NA
127.9305,DeviationTest,1,Hidden,0.25,1.028827,0.5016397,0.1348956,1.006168,0.38297,-30,NA
129.991,DeviationTest,2,Hidden,0,1.028827,0.5604841,-0.09142274,0.963932,0.3349963,-30,NA
132.0314,DeviationTest,3,Hidden,-0.25,1.028827,0.5016397,-0.2636639,1.014713,0.2112171,-30,NA
134.0518,DeviationTest,4,Hidden,0,1.028827,0.5604841,-0.07396668,1.00153,0.3745471,-30,NA
136.0923,DeviationTest,5,Hidden,0.25,1.028827,0.5016397,0.1394122,1.034489,0.3159534,-30,NA
